"","V1","V2"
"6432",21,32
"6433",97,NA
"6434",20,32
"6435",95,NA
"6436",102,NA
"6437",96,NA
"6438",103,NA
"6439",96,NA
"6440",92,NA
"6441",96,NA
"6442",88,99
"6443",97,NA
"6444",97,NA
"6445",96,NA
"6446",20,26
"6447",98,NA
"6448",103,NA
"6449",92,NA
"6450",92,NA
"6451",102,NA
"6452",12,21
"6453",102,NA
"6454",92,NA
"6455",99,NA
"6456",103,NA
"6457",103,NA
"6458",91,NA
"6459",96,NA
"6460",19,26
"6461",96,NA
"6462",103,NA
"6463",95,NA
"6464",98,NA
"6465",96,NA
"6466",68,91
"6467",98,NA
"6468",92,NA
"6469",99,NA
"6470",3,15
"6471",95,NA
"6472",99,NA
"6473",92,NA
"6474",99,NA
"6475",95,NA
"6476",88,92
"6477",85,99
"6478",96,NA
"6479",13,19
"6480",92,NA
"6481",96,NA
"6482",92,NA
"6483",98,NA
"6484",103,NA
"6485",91,99
"6486",99,NA
"6487",92,NA
"6488",96,NA
"6489",99,NA
"6490",92,NA
"6491",103,NA
"6492",92,NA
"6493",92,NA
"6494",NA,4
"6495",92,NA
"6496",96,NA
"6497",NA,3
"6498",92,NA
"6499",97,NA
"6500",103,NA
"6501",95,NA
"6502",95,NA
"6503",96,NA
"6504",92,NA
"6505",95,NA
"6506",NA,3
"6507",97,NA
"6508",96,NA
"6509",99,NA
"6510",70,81
"6511",95,NA
"6512",6,11
"6513",9,14
"6514",96,NA
"6515",88,100
"6516",92,NA
"6517",103,NA
"6518",102,NA
"6519",95,NA
"6520",102,NA
"6521",95,NA
"6522",54,61
"6523",95,NA
"6524",98,NA
"6525",99,NA
"6526",4,21
"6527",102,NA
"6528",102,NA
"6529",3,11
"6530",95,NA
"6531",71,76
"6532",4,14
"6533",99,NA
"6534",77,NA
"6535",95,NA
"6536",20,26
"6537",92,NA
"6538",97,NA
"6539",95,NA
"6540",99,NA
"6541",95,NA
"6542",98,NA
"6543",95,NA
"6544",103,NA
"6545",98,NA
"6546",96,NA
"6547",95,NA
"6548",92,NA
"6549",95,NA
"6550",95,NA
"6551",95,NA
"6552",100,NA
"6553",61,69
"6554",96,NA
"6555",102,NA
"6556",103,NA
"6557",95,NA
"6558",97,NA
"6559",100,NA
"6560",84,NA
"6561",96,NA
"6562",95,NA
"6563",95,NA
"6564",92,NA
"6565",97,NA
"6566",96,NA
"6567",96,NA
"6568",NA,15
"6569",98,NA
"6570",97,NA
"6571",103,NA
"6572",96,NA
"6573",96,NA
"6574",92,NA
"6575",11,19
"6576",92,NA
"6577",97,NA
"6578",103,NA
"6579",88,95
"6580",100,NA
"6581",103,NA
"6582",96,NA
"6583",95,NA
"6584",96,NA
"6585",97,NA
"6586",92,NA
"6587",95,NA
"6588",95,NA
"6589",92,NA
"6590",99,NA
"6591",99,NA
"6592",93,NA
"6593",95,NA
"6594",99,NA
"6595",99,NA
"6596",95,NA
"6597",97,NA
"6598",96,NA
"6599",4,14
"6600",8,11
"6601",98,NA
"6602",2,12
"6603",96,NA
"6604",NA,13
"6605",99,NA
"6606",92,NA
"6607",96,NA
"6608",102,NA
"6609",98,NA
"6610",103,NA
"6611",12,18
"6612",98,NA
"6613",99,NA
"6614",92,NA
"6615",99,NA
"6616",99,NA
"6617",96,NA
"6618",11,19
"6619",102,NA
"6620",95,NA
"6621",99,NA
"6622",11,21
"6623",96,NA
"6624",95,NA
"6625",103,NA
"6626",92,NA
"6627",96,NA
"6628",99,NA
"6629",96,NA
"6630",NA,13
"6631",98,NA
"6632",99,NA
"6633",12,21
"6634",102,NA
"6635",102,NA
"6636",81,NA
"6637",98,NA
"6638",91,98
"6639",103,NA
"6640",92,NA
"6641",99,NA
"6642",97,NA
"6643",99,NA
"6644",92,NA
"6645",99,NA
"6646",102,NA
"6647",93,NA
"6648",97,NA
"6649",92,NA
"6650",102,NA
"6651",96,NA
"6652",92,NA
"6653",92,NA
"6654",88,95
"6655",103,NA
"6656",97,NA
"6657",92,NA
"6658",92,NA
"6659",96,NA
"6660",12,20
"6661",95,NA
"6662",98,NA
"6663",97,NA
"6664",53,74
"6665",68,81
"6666",95,NA
"6667",99,NA
"6668",95,NA
"6669",84,95
"6670",99,NA
"6671",98,NA
"6672",95,NA
"6673",98,NA
"6674",75,83
"6675",99,NA
"6676",96,NA
"6677",93,NA
"6678",95,NA
"6679",91,95
"6680",98,NA
"6681",98,NA
"6682",95,NA
"6683",6,11
"6684",98,NA
"6685",98,NA
"6686",98,NA
"6687",96,NA
"6688",97,NA
"6689",78,88
"6690",95,NA
"6691",89,95
"6692",96,NA
"6693",100,NA
"6694",77,85
"6695",96,NA
"6696",99,NA
"6697",103,NA
"6698",99,NA
"6699",99,NA
"6700",95,102
"6701",97,103
"6702",7,18
"6703",98,NA
"6704",98,NA
"6705",95,NA
"6706",95,NA
"6707",92,NA
"6708",95,NA
"6709",102,NA
"6710",96,NA
"6711",103,NA
"6712",95,NA
"6713",98,NA
"6714",99,NA
"6715",19,32
"6716",103,NA
"6717",96,NA
"6718",102,NA
"6719",6,11
"6720",97,NA
"6721",29,40
"6722",102,NA
"6723",68,91
"6724",99,NA
"6725",96,NA
"6726",92,NA
"6727",99,NA
"6728",88,NA
"6729",97,NA
"6730",98,NA
"6731",103,NA
"6732",96,NA
"6733",NA,12
"6734",95,NA
"6735",96,NA
"6736",95,NA
"6737",NA,11
"6738",NA,11
"6739",96,NA
"6740",78,84
"6741",92,NA
"6742",7,11
"6743",85,NA
"6744",95,NA
"6745",100,NA
"6746",99,NA
"6747",102,NA
"6748",88,95
"6749",99,NA
"6750",96,NA
"6751",74,81
"6752",98,NA
"6753",97,NA
"6754",92,NA
"6755",96,NA
"6756",103,NA
"6757",96,NA
"6758",97,NA
"6759",97,NA
"6760",92,NA
"6761",92,NA
"6762",61,70
"6763",97,NA
"6764",102,NA
"6765",92,NA
"6766",95,NA
"6767",97,NA
"6768",96,NA
"6769",102,NA
"6770",102,NA
"6771",98,NA
"6772",92,NA
"6773",83,NA
"6774",103,NA
"6775",95,NA
"6776",11,18
"6777",96,NA
"6778",92,NA
"6779",95,NA
"6780",96,NA
"6781",95,NA
"6782",32,34
"6783",21,26
"6784",92,NA
"6785",103,NA
"6786",96,NA
"6787",70,82
"6788",41,55
"6789",100,NA
"6790",98,NA
"6791",102,NA
"6792",95,NA
"6793",98,NA
"6794",NA,6
"6795",95,NA
"6796",97,NA
"6797",97,NA
"6798",97,NA
"6799",95,NA
"6800",3,18
"6801",102,NA
"6802",98,NA
"6803",96,NA
"6804",2,13
"6805",103,NA
"6806",102,NA
"6807",93,NA
"6808",92,NA
"6809",97,NA
"6810",97,NA
"6811",95,NA
"6812",92,NA
"6813",95,NA
"6814",97,NA
"6815",98,NA
"6816",28,33
"6817",97,NA
"6818",11,20
"6819",99,NA
"6820",97,NA
"6821",99,NA
"6822",92,NA
"6823",92,NA
"6824",92,NA
"6825",96,NA
"6826",98,NA
"6827",95,NA
"6828",95,NA
"6829",98,NA
"6830",102,NA
"6831",14,18
"6832",95,NA
"6833",95,NA
"6834",102,NA
"6835",3,13
"6836",99,NA
"6837",96,NA
"6838",103,NA
"6839",100,NA
"6840",99,NA
"6841",102,NA
"6842",100,NA
"6843",95,NA
"6844",97,NA
"6845",103,NA
"6846",98,NA
"6847",96,NA
"6848",103,NA
"6849",102,NA
"6850",76,NA
"6851",2,18
"6852",96,NA
"6853",103,NA
"6854",95,NA
"6855",96,NA
"6856",103,NA
"6857",93,NA
"6858",92,NA
"6859",96,NA
"6860",97,NA
"6861",97,NA
"6862",98,NA
"6863",11,20
"6864",97,NA
"6865",99,NA
"6866",102,NA
"6867",98,NA
"6868",96,NA
"6869",85,95
"6870",98,NA
"6871",96,NA
"6872",103,NA
"6873",14,19
"6874",102,NA
"6875",2,13
"6876",92,NA
"6877",76,84
"6878",96,NA
"6879",98,NA
"6880",100,NA
"6881",95,NA
"6882",98,NA
"6883",92,NA
"6884",92,NA
"6885",95,NA
"6886",102,NA
"6887",85,NA
"6888",95,NA
"6889",97,NA
"6890",95,NA
"6891",99,NA
"6892",102,NA
"6893",97,NA
"6894",102,NA
"6895",102,NA
"6896",100,NA
"6897",95,NA
"6898",2,14
"6899",95,NA
"6900",103,NA
"6901",97,NA
"6902",95,NA
"6903",98,NA
"6904",95,NA
"6905",93,NA
"6906",97,NA
"6907",98,NA
"6908",102,NA
"6909",92,NA
"6910",103,NA
"6911",11,32
"6912",97,NA
"6913",98,NA
"6914",103,NA
"6915",6,11
"6916",103,NA
"6917",97,NA
"6918",98,NA
"6919",98,NA
"6920",96,NA
"6921",100,NA
"6922",93,NA
"6923",96,NA
"6924",100,NA
"6925",102,NA
"6926",89,NA
"6927",97,NA
"6928",98,NA
"6929",97,NA
"6930",102,NA
"6931",99,NA
"6932",89,98
"6933",92,NA
"6934",13,26
"6935",97,NA
"6936",99,NA
"6937",92,NA
"6938",92,NA
"6939",95,NA
"6940",96,NA
"6941",97,NA
"6942",92,NA
"6943",56,62
"6944",103,NA
"6945",97,NA
"6946",98,NA
"6947",NA,13
"6948",99,NA
"6949",103,NA
"6950",92,NA
"6951",96,NA
"6952",102,NA
"6953",98,NA
"6954",99,NA
"6955",92,103
"6956",74,76
"6957",98,NA
"6958",91,NA
"6959",85,97
"6960",92,NA
"6961",97,NA
"6962",92,NA
"6963",102,NA
"6964",61,74
"6965",97,NA
"6966",97,NA
"6967",99,NA
"6968",96,NA
"6969",92,NA
"6970",97,NA
"6971",78,89
"6972",99,NA
"6973",98,NA
"6974",97,NA
"6975",98,NA
"6976",96,NA
"6977",96,NA
"6978",98,NA
"6979",92,NA
"6980",92,NA
"6981",NA,10
"6982",NA,18
"6983",77,88
"6984",74,89
"6985",100,NA
"6986",92,NA
"6987",95,NA
"6988",97,NA
"6989",74,82
"6990",99,NA
"6991",95,NA
"6992",92,NA
"6993",89,92
"6994",4,18
"6995",95,NA
"6996",103,NA
"6997",103,NA
"6998",85,NA
"6999",10,12
"7000",99,NA
"7001",98,NA
"7002",99,NA
"7003",102,NA
"7004",96,NA
"7005",95,NA
"7006",98,NA
"7007",89,98
"7008",103,NA
"7009",77,91
"7010",98,NA
"7011",92,NA
"7012",98,NA
"7013",95,NA
"7014",92,NA
"7015",75,82
"7016",96,NA
"7017",99,NA
"7018",103,NA
"7019",NA,4
"7020",92,NA
"7021",28,39
"7022",97,NA
"7023",20,26
"7024",99,NA
"7025",92,NA
"7026",95,NA
"7027",99,NA
"7028",97,NA
"7029",98,NA
"7030",97,NA
"7031",95,NA
"7032",97,NA
"7033",99,NA
"7034",95,NA
"7035",95,NA
"7036",92,NA
"7037",96,NA
"7038",92,NA
"7039",95,NA
"7040",98,NA
"7041",98,NA
"7042",76,96
"7043",95,NA
"7044",97,NA
"7045",93,NA
"7046",95,NA
"7047",103,NA
"7048",95,NA
"7049",92,NA
"7050",95,NA
"7051",98,NA
"7052",93,NA
"7053",92,NA
"7054",98,NA
"7055",99,NA
"7056",97,NA
"7057",98,NA
"7058",102,NA
"7059",102,NA
"7060",100,NA
"7061",99,NA
"7062",89,NA
"7063",12,21
"7064",91,96
"7065",97,NA
"7066",97,NA
"7067",97,NA
"7068",98,NA
"7069",92,NA
"7070",92,NA
"7071",103,NA
"7072",92,NA
"7073",98,NA
"7074",97,NA
"7075",102,NA
"7076",103,NA
"7077",102,NA
"7078",95,NA
"7079",95,NA
"7080",102,NA
"7081",97,NA
"7082",92,NA
"7083",99,NA
"7084",98,NA
"7085",102,NA
"7086",96,NA
"7087",99,NA
"7088",68,83
"7089",97,NA
"7090",102,NA
"7091",82,88
"7092",103,NA
"7093",20,28
"7094",92,NA
"7095",95,NA
"7096",97,NA
"7097",32,33
"7098",102,NA
"7099",95,NA
"7100",98,NA
"7101",98,NA
"7102",78,89
"7103",13,18
"7104",96,NA
"7105",92,NA
"7106",27,36
"7107",92,NA
"7108",88,95
"7109",55,61
"7110",97,NA
"7111",95,NA
"7112",99,NA
"7113",85,NA
"7114",102,NA
"7115",102,NA
"7116",97,NA
"7117",92,NA
"7118",96,NA
"7119",96,NA
"7120",13,20
"7121",96,NA
"7122",84,95
"7123",95,NA
"7124",76,89
"7125",97,NA
"7126",95,NA
"7127",95,NA
"7128",92,NA
"7129",103,NA
"7130",55,60
"7131",103,NA
"7132",96,NA
"7133",103,NA
"7134",96,NA
"7135",102,NA
"7136",103,NA
"7137",95,NA
"7138",99,NA
"7139",98,NA
"7140",6,14
"7141",92,NA
"7142",99,NA
"7143",40,41
"7144",102,NA
"7145",99,NA
"7146",93,NA
"7147",99,NA
"7148",102,NA
"7149",89,92
"7150",95,NA
"7151",103,NA
"7152",85,NA
"7153",95,NA
"7154",98,NA
"7155",98,NA
"7156",85,NA
"7157",99,NA
"7158",4,13
"7159",95,NA
"7160",92,NA
"7161",93,NA
"7162",103,NA
"7163",97,NA
"7164",89,99
"7165",97,NA
"7166",95,NA
"7167",96,NA
"7168",99,NA
"7169",92,NA
"7170",97,NA
"7171",97,NA
"7172",98,NA
"7173",18,27
"7174",7,15
"7175",92,NA
"7176",96,NA
"7177",99,NA
"7178",102,NA
"7179",95,NA
"7180",102,NA
"7181",95,NA
"7182",99,NA
"7183",97,NA
"7184",93,NA
"7185",4,12
"7186",100,NA
"7187",99,NA
"7188",96,NA
"7189",95,NA
"7190",19,28
"7191",11,19
"7192",97,NA
"7193",95,NA
"7194",99,NA
"7195",103,NA
"7196",96,NA
"7197",97,NA
"7198",95,NA
"7199",92,NA
"7200",103,NA
"7201",92,NA
"7202",96,NA
"7203",19,27
"7204",99,NA
"7205",26,33
"7206",97,NA
"7207",100,NA
"7208",102,NA
"7209",95,NA
"7210",97,NA
"7211",96,NA
"7212",97,NA
"7213",92,NA
"7214",92,NA
"7215",96,NA
"7216",98,NA
"7217",2,12
"7218",99,NA
"7219",95,NA
"7220",32,39
"7221",97,NA
"7222",98,NA
"7223",97,NA
"7224",95,NA
"7225",92,NA
"7226",97,NA
"7227",96,NA
"7228",97,NA
"7229",96,NA
"7230",104,NA
"7231",96,NA
"7232",83,91
"7233",98,NA
"7234",103,NA
"7235",9,11
"7236",95,NA
"7237",96,NA
"7238",98,NA
"7239",97,NA
"7240",92,NA
"7241",96,NA
"7242",96,NA
"7243",97,NA
"7244",98,NA
"7245",95,NA
"7246",98,NA
"7247",97,NA
"7248",19,28
"7249",74,88
"7250",92,NA
"7251",96,NA
"7252",97,NA
"7253",97,NA
"7254",102,NA
"7255",98,NA
"7256",97,NA
"7257",102,NA
"7258",98,NA
"7259",7,11
"7260",92,NA
"7261",102,NA
"7262",102,NA
"7263",75,81
"7264",102,NA
"7265",97,NA
"7266",2,14
"7267",96,NA
"7268",NA,21
"7269",97,NA
"7270",93,NA
"7271",32,39
"7272",102,NA
"7273",100,NA
"7274",96,NA
"7275",97,NA
"7276",103,NA
"7277",98,NA
"7278",96,NA
"7279",96,NA
"7280",92,NA
"7281",98,NA
"7282",98,NA
"7283",93,NA
"7284",NA,4
"7285",92,NA
"7286",8,13
"7287",97,NA
"7288",99,NA
"7289",96,NA
"7290",98,NA
"7291",92,NA
"7292",97,NA
"7293",96,NA
"7294",96,NA
"7295",95,NA
"7296",92,NA
"7297",97,NA
"7298",103,NA
"7299",49,63
"7300",99,NA
"7301",98,NA
"7302",98,NA
"7303",NA,9
"7304",95,NA
"7305",103,NA
"7306",92,NA
"7307",62,71
"7308",97,NA
"7309",95,NA
"7310",92,NA
"7311",97,NA
"7312",103,NA
"7313",97,NA
"7314",93,NA
"7315",97,NA
"7316",97,NA
"7317",92,NA
"7318",13,18
"7319",102,NA
"7320",19,32
"7321",7,12
"7322",103,NA
"7323",99,NA
"7324",96,NA
"7325",97,NA
"7326",92,NA
"7327",63,77
"7328",103,NA
"7329",97,NA
"7330",98,NA
"7331",95,NA
"7332",99,NA
"7333",99,NA
"7334",12,19
"7335",99,NA
"7336",99,NA
"7337",99,NA
"7338",85,NA
"7339",99,NA
"7340",96,NA
"7341",95,NA
"7342",96,NA
"7343",68,76
"7344",95,NA
"7345",99,NA
"7346",100,NA
"7347",102,NA
"7348",95,NA
"7349",95,NA
"7350",95,NA
"7351",98,NA
"7352",102,NA
"7353",97,NA
"7354",104,NA
"7355",95,NA
"7356",99,NA
"7357",99,NA
"7358",95,NA
"7359",103,NA
"7360",98,NA
"7361",99,NA
"7362",18,32
"7363",69,81
"7364",96,NA
"7365",102,NA
"7366",5,13
"7367",99,NA
"7368",93,NA
"7369",95,NA
"7370",96,NA
"7371",99,NA
"7372",13,18
"7373",14,19
"7374",93,NA
"7375",97,NA
"7376",99,NA
"7377",95,NA
"7378",96,NA
"7379",99,NA
"7380",95,NA
"7381",99,NA
"7382",96,NA
"7383",95,NA
"7384",95,NA
"7385",92,NA
"7386",98,NA
"7387",97,NA
"7388",96,NA
"7389",103,NA
"7390",95,NA
"7391",9,18
"7392",12,21
"7393",102,NA
"7394",97,NA
"7395",97,NA
"7396",103,NA
"7397",96,NA
"7398",91,NA
"7399",100,NA
"7400",98,NA
"7401",95,NA
"7402",96,NA
"7403",97,NA
"7404",103,NA
"7405",NA,5
"7406",76,88
"7407",97,NA
"7408",96,NA
"7409",95,NA
"7410",103,NA
"7411",93,NA
"7412",98,NA
"7413",11,18
"7414",95,NA
"7415",70,91
"7416",95,NA
"7417",18,30
"7418",14,18
"7419",95,NA
"7420",89,98
"7421",102,NA
"7422",102,NA
"7423",98,NA
"7424",96,NA
"7425",95,NA
"7426",95,NA
"7427",100,NA
"7428",96,NA
"7429",7,21
"7430",95,NA
"7431",100,NA
"7432",97,NA
"7433",6,11
"7434",28,33
"7435",98,NA
"7436",5,18
"7437",92,NA
"7438",14,21
"7439",102,NA
"7440",98,NA
"7441",92,NA
"7442",97,NA
"7443",97,NA
"7444",102,NA
"7445",95,NA
"7446",98,NA
"7447",98,NA
"7448",96,NA
"7449",12,21
"7450",74,89
"7451",97,NA
"7452",39,42
"7453",103,NA
"7454",102,NA
"7455",98,NA
"7456",97,NA
"7457",95,NA
"7458",53,60
"7459",102,NA
"7460",92,NA
"7461",99,NA
"7462",92,NA
"7463",99,NA
"7464",95,NA
"7465",99,NA
"7466",102,NA
"7467",93,NA
"7468",88,NA
"7469",97,NA
"7470",92,NA
"7471",92,NA
"7472",97,NA
"7473",103,NA
"7474",96,NA
"7475",92,NA
"7476",93,NA
"7477",102,NA
"7478",98,NA
"7479",92,NA
"7480",92,NA
"7481",98,NA
"7482",78,89
"7483",99,NA
"7484",97,NA
"7485",95,NA
"7486",95,NA
"7487",9,13
"7488",89,95
"7489",97,NA
"7490",92,NA
"7491",96,NA
"7492",97,NA
"7493",93,NA
"7494",96,NA
"7495",95,NA
"7496",96,NA
"7497",92,NA
"7498",98,NA
"7499",97,NA
"7500",102,NA
"7501",98,NA
"7502",103,NA
"7503",93,NA
"7504",98,NA
"7505",102,NA
"7506",75,85
"7507",84,NA
"7508",95,NA
"7509",95,NA
"7510",92,NA
"7511",97,NA
"7512",98,NA
"7513",103,NA
"7514",71,91
"7515",92,NA
"7516",99,NA
"7517",96,NA
"7518",96,NA
"7519",95,NA
"7520",97,NA
"7521",82,98
"7522",97,NA
"7523",95,NA
"7524",97,NA
"7525",99,NA
"7526",97,NA
"7527",99,NA
"7528",99,NA
"7529",92,NA
"7530",97,NA
"7531",92,NA
"7532",40,47
"7533",85,NA
"7534",70,82
"7535",96,NA
"7536",96,NA
"7537",97,NA
"7538",83,89
"7539",100,NA
"7540",98,NA
"7541",102,NA
"7542",95,NA
"7543",2,11
"7544",103,NA
"7545",97,NA
"7546",98,NA
"7547",97,NA
"7548",95,NA
"7549",102,NA
"7550",99,NA
"7551",97,NA
"7552",99,NA
"7553",95,NA
"7554",98,NA
"7555",96,NA
"7556",92,NA
"7557",92,NA
"7558",49,60
"7559",98,NA
"7560",92,NA
"7561",96,NA
"7562",102,NA
"7563",103,NA
"7564",98,NA
"7565",96,NA
"7566",102,NA
"7567",95,NA
"7568",97,NA
"7569",99,NA
"7570",92,NA
"7571",103,NA
"7572",98,NA
"7573",96,NA
"7574",97,NA
"7575",98,NA
"7576",96,NA
"7577",96,NA
"7578",102,NA
"7579",6,21
"7580",92,NA
"7581",97,NA
"7582",95,NA
"7583",2,13
"7584",98,NA
"7585",88,98
"7586",98,NA
"7587",98,NA
"7588",92,NA
"7589",92,NA
"7590",70,91
"7591",98,NA
"7592",20,26
"7593",95,NA
"7594",95,NA
"7595",99,NA
"7596",82,85
"7597",92,NA
"7598",92,NA
"7599",98,NA
"7600",95,NA
"7601",96,NA
"7602",96,NA
"7603",96,NA
"7604",NA,12
"7605",99,NA
"7606",95,NA
"7607",NA,12
"7608",99,NA
"7609",96,NA
"7610",102,NA
"7611",92,NA
"7612",96,NA
"7613",103,NA
"7614",93,NA
"7615",89,96
"7616",92,NA
"7617",99,NA
"7618",92,NA
"7619",100,NA
"7620",97,NA
"7621",83,85
"7622",103,NA
"7623",96,NA
"7624",11,19
"7625",99,NA
"7626",102,NA
"7627",95,NA
"7628",92,NA
"7629",102,NA
"7630",95,NA
"7631",92,NA
"7632",93,NA
"7633",96,NA
"7634",95,NA
"7635",13,32
"7636",98,NA
"7637",95,NA
"7638",92,NA
"7639",98,NA
"7640",96,NA
"7641",92,NA
"7642",103,NA
"7643",96,NA
"7644",10,11
"7645",97,NA
"7646",89,NA
"7647",98,NA
"7648",100,NA
"7649",7,14
"7650",95,NA
"7651",96,NA
"7652",96,NA
"7653",92,NA
"7654",95,NA
"7655",96,NA
"7656",92,NA
"7657",98,NA
"7658",96,NA
"7659",102,NA
"7660",12,18
"7661",96,NA
"7662",96,NA
"7663",93,NA
"7664",103,NA
"7665",98,NA
"7666",98,NA
"7667",102,NA
"7668",96,NA
"7669",102,NA
"7670",103,NA
"7671",9,14
"7672",102,NA
"7673",92,NA
"7674",98,NA
"7675",95,NA
"7676",103,NA
"7677",92,NA
"7678",92,NA
"7679",102,NA
"7680",12,20
"7681",97,NA
"7682",95,NA
"7683",99,NA
"7684",96,NA
"7685",95,NA
"7686",NA,8
"7687",96,NA
"7688",103,NA
"7689",97,NA
"7690",98,NA
"7691",102,NA
"7692",102,NA
"7693",98,NA
"7694",96,NA
"7695",20,28
"7696",95,NA
"7697",14,21
"7698",97,NA
"7699",100,NA
"7700",96,NA
"7701",98,NA
"7702",95,NA
"7703",97,NA
"7704",92,NA
"7705",96,NA
"7706",99,NA
"7707",89,95
"7708",98,NA
"7709",92,NA
"7710",92,NA
"7711",92,NA
"7712",93,NA
"7713",102,NA
"7714",92,NA
"7715",102,NA
"7716",98,NA
"7717",96,NA
"7718",102,NA
"7719",2,12
"7720",99,NA
"7721",98,NA
"7722",98,NA
"7723",99,NA
"7724",92,NA
"7725",95,NA
"7726",102,NA
"7727",96,NA
"7728",97,NA
"7729",95,NA
"7730",97,NA
"7731",93,NA
"7732",95,NA
"7733",20,30
"7734",98,NA
"7735",95,NA
"7736",12,18
"7737",97,NA
"7738",96,NA
"7739",92,NA
"7740",97,NA
"7741",96,NA
"7742",95,NA
"7743",103,NA
"7744",102,NA
"7745",12,19
"7746",92,NA
"7747",97,NA
"7748",99,NA
"7749",96,NA
"7750",96,NA
"7751",97,NA
"7752",92,NA
"7753",14,20
"7754",92,NA
"7755",NA,20
"7756",5,11
"7757",14,20
"7758",92,NA
"7759",99,NA
"7760",92,NA
"7761",97,NA
"7762",57,62
"7763",92,103
"7764",92,NA
"7765",95,NA
"7766",97,NA
"7767",97,NA
"7768",98,NA
"7769",99,NA
"7770",102,NA
"7771",96,NA
"7772",102,NA
"7773",103,NA
"7774",95,NA
"7775",8,19
"7776",89,NA
"7777",98,NA
"7778",99,NA
"7779",98,NA
"7780",102,NA
"7781",95,NA
"7782",92,NA
"7783",93,NA
"7784",96,NA
"7785",95,NA
"7786",97,NA
"7787",98,NA
"7788",100,NA
"7789",95,NA
"7790",96,NA
"7791",97,NA
"7792",92,NA
"7793",95,NA
"7794",102,NA
"7795",96,NA
"7796",102,NA
"7797",98,NA
"7798",96,NA
"7799",97,NA
"7800",92,NA
"7801",96,NA
"7802",97,NA
"7803",76,86
"7804",97,NA
"7805",99,NA
"7806",97,NA
"7807",97,NA
"7808",76,89
"7809",92,NA
"7810",103,NA
"7811",91,97
"7812",102,NA
"7813",92,NA
"7814",19,26
"7815",97,NA
"7816",92,NA
"7817",95,NA
"7818",103,NA
"7819",95,NA
"7820",99,NA
"7821",98,NA
"7822",98,NA
"7823",95,NA
"7824",97,NA
"7825",62,68
"7826",60,71
"7827",95,NA
"7828",83,84
"7829",99,NA
"7830",92,NA
"7831",97,NA
"7832",92,NA
"7833",103,NA
"7834",97,NA
"7835",103,NA
"7836",99,NA
"7837",97,NA
"7838",8,12
"7839",NA,4
"7840",97,NA
"7841",92,NA
"7842",97,NA
"7843",97,NA
"7844",98,NA
"7845",102,NA
"7846",92,NA
"7847",84,95
"7848",95,NA
"7849",98,NA
"7850",97,NA
"7851",92,NA
"7852",96,NA
"7853",91,98
"7854",97,NA
"7855",89,95
"7856",5,20
"7857",95,NA
"7858",95,NA
"7859",92,NA
"7860",96,NA
"7861",103,NA
"7862",99,NA
"7863",92,NA
"7864",99,NA
"7865",82,88
"7866",93,NA
"7867",99,NA
"7868",95,NA
"7869",95,NA
"7870",97,NA
"7871",92,NA
"7872",95,NA
"7873",95,NA
"7874",89,NA
"7875",99,NA
"7876",103,NA
"7877",102,NA
"7878",103,NA
"7879",19,29
"7880",97,NA
"7881",102,NA
"7882",95,NA
"7883",88,99
"7884",6,19
"7885",103,NA
"7886",97,NA
"7887",103,NA
"7888",95,NA
"7889",98,NA
"7890",92,NA
"7891",97,NA
"7892",98,NA
"7893",92,NA
"7894",97,NA
"7895",97,NA
"7896",92,NA
"7897",86,92
"7898",13,19
"7899",98,NA
"7900",99,NA
"7901",97,NA
"7902",99,NA
"7903",9,11
"7904",97,NA
"7905",97,NA
"7906",97,NA
"7907",97,NA
"7908",97,NA
"7909",81,92
"7910",99,NA
"7911",99,NA
"7912",103,NA
"7913",92,NA
"7914",93,NA
"7915",42,49
"7916",86,92
"7917",97,NA
"7918",99,NA
"7919",99,NA
"7920",12,18
"7921",99,NA
"7922",39,41
"7923",99,NA
"7924",98,NA
"7925",92,NA
"7926",102,NA
"7927",102,NA
"7928",102,NA
"7929",96,NA
"7930",96,NA
"7931",12,23
"7932",100,NA
"7933",82,91
"7934",92,NA
"7935",95,NA
"7936",102,NA
"7937",93,NA
"7938",96,NA
"7939",27,39
"7940",92,NA
"7941",26,39
"7942",97,NA
"7943",95,NA
"7944",98,NA
"7945",99,NA
"7946",98,NA
"7947",95,NA
"7948",19,27
"7949",89,NA
"7950",95,NA
"7951",NA,8
"7952",103,NA
"7953",103,NA
"7954",100,NA
"7955",97,NA
"7956",97,NA
"7957",103,NA
"7958",97,NA
"7959",95,NA
"7960",97,NA
"7961",99,NA
"7962",96,NA
"7963",102,NA
"7964",96,NA
"7965",95,NA
"7966",95,NA
"7967",96,NA
"7968",NA,9
"7969",92,NA
"7970",98,NA
"7971",97,NA
"7972",98,NA
"7973",97,NA
"7974",98,NA
"7975",96,NA
"7976",13,19
"7977",98,NA
"7978",98,NA
"7979",92,NA
"7980",98,NA
"7981",97,NA
"7982",96,NA
"7983",95,NA
"7984",103,NA
"7985",92,NA
"7986",97,NA
"7987",102,NA
"7988",98,NA
"7989",98,NA
"7990",95,NA
"7991",102,NA
"7992",NA,4
"7993",95,NA
"7994",20,26
"7995",97,NA
"7996",99,NA
"7997",102,NA
"7998",95,NA
"7999",99,NA
"8000",102,NA
"8001",95,NA
"8002",97,NA
"8003",99,NA
"8004",98,NA
"8005",98,NA
"8006",99,NA
"8007",95,NA
"8008",2,15
"8009",95,NA
"8010",68,81
"8011",92,NA
